sample_idx,fraction,mode,true_label,base_pred,masked_pred,score_before,score_after,score_drop,flipped,dataset,model
12,0.2,random,3,3,3,0.781479056949787,,0.2774844730575116,0.0,ACSF1,HYDRA
13,0.05,top,3,3,3,0.2098344009671798,0.1139988784936478,0.095835522473532,0.0,ACSF1,HYDRA
13,0.05,bottom,3,3,3,0.2098344009671798,-0.0348685850881537,0.2447029860553335,0.0,ACSF1,HYDRA
13,0.05,random,3,3,3,0.2098344009671798,,0.2203524718226326,0.0,ACSF1,HYDRA
13,0.1,top,3,3,3,0.2098344009671798,0.2185798643301802,-0.0087454633630004,0.0,ACSF1,HYDRA
13,0.1,bottom,3,3,3,0.2098344009671798,0.0334950036201812,0.1763393973469986,0.0,ACSF1,HYDRA
13,0.1,random,3,3,3,0.2098344009671798,,0.1567370096747786,0.0,ACSF1,HYDRA
13,0.2,top,3,3,3,0.2098344009671798,0.2337412424563821,-0.0239068414892023,0.0,ACSF1,HYDRA
13,0.2,bottom,3,3,3,0.2098344009671798,0.144373226680582,0.0654611742865978,0.0,ACSF1,HYDRA
13,0.2,random,3,3,3,0.2098344009671798,,0.0504909062729774,0.0,ACSF1,HYDRA
14,0.05,top,3,3,3,0.4430559291510961,0.108145666211855,0.3349102629392411,0.0,ACSF1,HYDRA
14,0.05,bottom,3,3,3,0.4430559291510961,0.2945854522652417,0.1484704768858544,0.0,ACSF1,HYDRA
14,0.05,random,3,3,3,0.4430559291510961,,0.2387851041123554,0.0,ACSF1,HYDRA
14,0.1,top,3,3,3,0.4430559291510961,0.2394050363234522,0.2036508928276439,0.0,ACSF1,HYDRA
14,0.1,bottom,3,3,3,0.4430559291510961,0.3211185371253796,0.1219373920257165,0.0,ACSF1,HYDRA
14,0.1,random,3,3,3,0.4430559291510961,,0.2058833981701873,0.0,ACSF1,HYDRA
14,0.2,top,3,3,0,0.4430559291510961,0.1763971941727035,0.2666587349783926,1.0,ACSF1,HYDRA
14,0.2,bottom,3,3,3,0.4430559291510961,0.4261492143661735,0.0169067147849226,0.0,ACSF1,HYDRA
14,0.2,random,3,3,3,0.4430559291510961,,0.176025438525057,0.0,ACSF1,HYDRA
15,0.05,top,3,3,3,0.5687698837890075,0.0195595375442655,0.549210346244742,0.0,ACSF1,HYDRA
15,0.05,bottom,3,3,3,0.5687698837890075,0.2762596381823613,0.2925102456066462,0.0,ACSF1,HYDRA
15,0.05,random,3,3,3,0.5687698837890075,,0.2879410879589242,0.0,ACSF1,HYDRA
15,0.1,top,3,3,3,0.5687698837890075,0.0300885299289699,0.5386813538600376,0.0,ACSF1,HYDRA
15,0.1,bottom,3,3,3,0.5687698837890075,0.3621119894468975,0.20665789434211,0.0,ACSF1,HYDRA
15,0.1,random,3,3,3,0.5687698837890075,,0.2906193163312077,0.0,ACSF1,HYDRA
15,0.2,top,3,3,3,0.5687698837890075,-0.0493169353405132,0.6180868191295208,0.0,ACSF1,HYDRA
15,0.2,bottom,3,3,3,0.5687698837890075,0.5281557989498132,0.0406140848391942,0.0,ACSF1,HYDRA
15,0.2,random,3,3,3,0.5687698837890075,,0.3399164453411815,0.0,ACSF1,HYDRA
16,0.05,top,3,3,3,0.4611405284407418,0.1807706498410878,0.280369878599654,0.0,ACSF1,HYDRA
16,0.05,bottom,3,3,3,0.4611405284407418,0.213236193146964,0.2479043352937777,0.0,ACSF1,HYDRA
16,0.05,random,3,3,3,0.4611405284407418,,0.225414160801969,0.0,ACSF1,HYDRA
16,0.1,top,3,3,3,0.4611405284407418,0.1217053730466861,0.3394351553940556,0.0,ACSF1,HYDRA
16,0.1,bottom,3,3,3,0.4611405284407418,0.2760345393828555,0.1851059890578863,0.0,ACSF1,HYDRA
16,0.1,random,3,3,3,0.4611405284407418,,0.2732921537984569,0.0,ACSF1,HYDRA
16,0.2,top,3,3,3,0.4611405284407418,-0.12088620848433,0.5820267369250719,0.0,ACSF1,HYDRA
16,0.2,bottom,3,3,0,0.4611405284407418,0.3356234945504982,0.1255170338902436,1.0,ACSF1,HYDRA
16,0.2,random,3,3,2,0.4611405284407418,,0.2884494833686367,0.3333333333333333,ACSF1,HYDRA
17,0.05,top,3,3,3,0.1252047024702188,-0.2888508055618418,0.4140555080320607,0.0,ACSF1,HYDRA
17,0.05,bottom,3,3,3,0.1252047024702188,0.1215180088070705,0.0036866936631483,0.0,ACSF1,HYDRA
17,0.05,random,3,3,3,0.1252047024702188,,0.2929925470276935,0.0,ACSF1,HYDRA
17,0.1,top,3,3,3,0.1252047024702188,-0.1836547254778445,0.3088594279480634,0.0,ACSF1,HYDRA
17,0.1,bottom,3,3,3,0.1252047024702188,0.0168967819818849,0.1083079204883339,0.0,ACSF1,HYDRA
17,0.1,random,3,3,3,0.1252047024702188,,0.2331378586852401,0.0,ACSF1,HYDRA
17,0.2,top,3,3,0,0.1252047024702188,-0.0794245010853732,0.2046292035555921,1.0,ACSF1,HYDRA
17,0.2,bottom,3,3,3,0.1252047024702188,0.0606891867821132,0.0645155156881056,0.0,ACSF1,HYDRA
17,0.2,random,3,3,2,0.1252047024702188,,0.1362981864126974,0.3333333333333333,ACSF1,HYDRA
18,0.05,top,3,3,3,0.5620842348568883,0.2395410309403091,0.3225432039165792,0.0,ACSF1,HYDRA
18,0.05,bottom,3,3,3,0.5620842348568883,0.3393910082404391,0.2226932266164492,0.0,ACSF1,HYDRA
18,0.05,random,3,3,3,0.5620842348568883,,0.2429964188200661,0.0,ACSF1,HYDRA
18,0.1,top,3,3,3,0.5620842348568883,0.0540970164473856,0.5079872184095027,0.0,ACSF1,HYDRA
18,0.1,bottom,3,3,3,0.5620842348568883,0.4599129249839565,0.1021713098729317,0.0,ACSF1,HYDRA
18,0.1,random,3,3,3,0.5620842348568883,,0.1479755992350757,0.0,ACSF1,HYDRA
18,0.2,top,3,3,3,0.5620842348568883,0.0924626746496065,0.4696215602072817,0.0,ACSF1,HYDRA
18,0.2,bottom,3,3,3,0.5620842348568883,0.5012149444851316,0.0608692903717567,0.0,ACSF1,HYDRA
18,0.2,random,3,3,3,0.5620842348568883,,0.2642355437752147,0.0,ACSF1,HYDRA
19,0.05,top,3,3,3,0.7047588040641198,0.4460658769528135,0.2586929271113063,0.0,ACSF1,HYDRA
19,0.05,bottom,3,3,3,0.7047588040641198,0.6870355935240006,0.0177232105401192,0.0,ACSF1,HYDRA
19,0.05,random,3,3,3,0.7047588040641198,,0.3204325840352029,0.0,ACSF1,HYDRA
19,0.1,top,3,3,3,0.7047588040641198,0.3633954030145178,0.341363401049602,0.0,ACSF1,HYDRA
19,0.1,bottom,3,3,3,0.7047588040641198,0.7058868397592751,-0.0011280356951552,0.0,ACSF1,HYDRA
19,0.1,random,3,3,3,0.7047588040641198,,0.265223350863792,0.0,ACSF1,HYDRA
19,0.2,top,3,3,3,0.7047588040641198,0.3498041396598238,0.354954664404296,0.0,ACSF1,HYDRA
19,0.2,bottom,3,3,3,0.7047588040641198,0.6921615992942977,0.0125972047698221,0.0,ACSF1,HYDRA
19,0.2,random,3,3,3,0.7047588040641198,,0.2174479685670302,0.0,ACSF1,HYDRA
21,0.05,top,4,4,4,0.4016566384407422,0.4672514917865334,-0.0655948533457912,0.0,ACSF1,HYDRA
21,0.05,bottom,4,4,4,0.4016566384407422,0.5201021463740801,-0.1184455079333379,0.0,ACSF1,HYDRA
21,0.05,random,4,4,4,0.4016566384407422,,-0.0912672363484301,0.0,ACSF1,HYDRA
21,0.1,top,4,4,4,0.4016566384407422,0.6028262460840418,-0.2011696076432996,0.0,ACSF1,HYDRA
21,0.1,bottom,4,4,4,0.4016566384407422,0.5378560326421508,-0.1361993942014085,0.0,ACSF1,HYDRA
21,0.1,random,4,4,4,0.4016566384407422,,-0.1502463998610989,0.0,ACSF1,HYDRA
21,0.2,top,4,4,4,0.4016566384407422,0.4420060174415167,-0.0403493790007745,0.0,ACSF1,HYDRA
21,0.2,bottom,4,4,4,0.4016566384407422,0.4050718543311397,-0.0034152158903975,0.0,ACSF1,HYDRA
21,0.2,random,4,4,4,0.4016566384407422,,0.0136990190926225,0.0,ACSF1,HYDRA
24,0.05,top,4,4,4,0.6081898556204289,0.5671196668775166,0.0410701887429123,0.0,ACSF1,HYDRA
24,0.05,bottom,4,4,4,0.6081898556204289,0.3981918711451481,0.2099979844752808,0.0,ACSF1,HYDRA
24,0.05,random,4,4,4,0.6081898556204289,,0.1262380386672648,0.0,ACSF1,HYDRA
24,0.1,top,4,4,4,0.6081898556204289,0.5358122200312095,0.0723776355892193,0.0,ACSF1,HYDRA
24,0.1,bottom,4,4,4,0.6081898556204289,0.383627519534771,0.2245623360856579,0.0,ACSF1,HYDRA
24,0.1,random,4,4,4,0.6081898556204289,,0.1638395215196142,0.0,ACSF1,HYDRA
24,0.2,top,4,4,4,0.6081898556204289,0.3279868621993981,0.2802029934210308,0.0,ACSF1,HYDRA
24,0.2,bottom,4,4,4,0.6081898556204289,0.1055309506559599,0.502658904964469,0.0,ACSF1,HYDRA
24,0.2,random,4,4,4,0.6081898556204289,,0.3762771750331907,0.0,ACSF1,HYDRA
25,0.05,top,4,4,4,0.5276144353091764,0.4610717088920765,0.0665427264170999,0.0,ACSF1,HYDRA
25,0.05,bottom,4,4,4,0.5276144353091764,0.3408994004078237,0.1867150349013526,0.0,ACSF1,HYDRA
25,0.05,random,4,4,4,0.5276144353091764,,0.078883782714231,0.0,ACSF1,HYDRA
25,0.1,top,4,4,4,0.5276144353091764,0.5117383322686412,0.0158761030405352,0.0,ACSF1,HYDRA
25,0.1,bottom,4,4,4,0.5276144353091764,0.33561810943199,0.1919963258771864,0.0,ACSF1,HYDRA
25,0.1,random,4,4,4,0.5276144353091764,,0.1106601693186514,0.0,ACSF1,HYDRA
25,0.2,top,4,4,4,0.5276144353091764,0.3904002425243874,0.1372141927847889,0.0,ACSF1,HYDRA
25,0.2,bottom,4,4,4,0.5276144353091764,0.2898163688825742,0.2377980664266021,0.0,ACSF1,HYDRA
25,0.2,random,4,4,3,0.5276144353091764,,0.2106669804150969,0.3333333333333333,ACSF1,HYDRA
26,0.05,top,4,4,4,0.4388247307191414,0.4201994262082419,0.0186253045108995,0.0,ACSF1,HYDRA
26,0.05,bottom,4,4,4,0.4388247307191414,0.2392696289929864,0.1995551017261549,0.0,ACSF1,HYDRA
26,0.05,random,4,4,4,0.4388247307191414,,0.0700999678947659,0.0,ACSF1,HYDRA
26,0.1,top,4,4,4,0.4388247307191414,0.2671425126882963,0.171682218030845,0.0,ACSF1,HYDRA
26,0.1,bottom,4,4,4,0.4388247307191414,0.1894721143857077,0.2493526163334336,0.0,ACSF1,HYDRA
26,0.1,random,4,4,4,0.4388247307191414,,0.1259429357113694,0.0,ACSF1,HYDRA
26,0.2,top,4,4,4,0.4388247307191414,0.1285497112355877,0.3102750194835536,0.0,ACSF1,HYDRA
26,0.2,bottom,4,4,1,0.4388247307191414,0.0118762255903666,0.4269485051287748,1.0,ACSF1,HYDRA
26,0.2,random,4,4,4,0.4388247307191414,,0.340232234023639,0.0,ACSF1,HYDRA
27,0.05,top,4,4,4,0.9406331979251672,1.0403472049360143,-0.0997140070108472,0.0,ACSF1,HYDRA
27,0.05,bottom,4,4,4,0.9406331979251672,0.9969706715028174,-0.05633747357765,0.0,ACSF1,HYDRA
27,0.05,random,4,4,4,0.9406331979251672,,-0.1205796939957526,0.0,ACSF1,HYDRA
27,0.1,top,4,4,4,0.9406331979251672,0.9708803725430484,-0.0302471746178811,0.0,ACSF1,HYDRA
27,0.1,bottom,4,4,4,0.9406331979251672,1.0285765779163365,-0.0879433799911689,0.0,ACSF1,HYDRA
27,0.1,random,4,4,4,0.9406331979251672,,-0.085640689646472,0.0,ACSF1,HYDRA
27,0.2,top,4,4,4,0.9406331979251672,0.8807543362596179,0.0598788616655494,0.0,ACSF1,HYDRA
27,0.2,bottom,4,4,4,0.9406331979251672,0.7341468361586253,0.206486361766542,0.0,ACSF1,HYDRA
27,0.2,random,4,4,4,0.9406331979251672,,0.099470707777577,0.0,ACSF1,HYDRA
28,0.05,top,4,4,4,0.8428034640250658,0.9639997533270795,-0.1211962893020137,0.0,ACSF1,HYDRA
28,0.05,bottom,4,4,4,0.8428034640250658,0.91514516890456,-0.0723417048794941,0.0,ACSF1,HYDRA
28,0.05,random,4,4,4,0.8428034640250658,,-0.1047374168635157,0.0,ACSF1,HYDRA
28,0.1,top,4,4,4,0.8428034640250658,1.005907800303829,-0.1631043362787633,0.0,ACSF1,HYDRA
28,0.1,bottom,4,4,4,0.8428034640250658,0.7440432596285483,0.0987602043965174,0.0,ACSF1,HYDRA
28,0.1,random,4,4,4,0.8428034640250658,,0.0004924303033739,0.0,ACSF1,HYDRA
28,0.2,top,4,4,4,0.8428034640250658,0.6967451935536849,0.1460582704713808,0.0,ACSF1,HYDRA
28,0.2,bottom,4,4,4,0.8428034640250658,0.6551929563544515,0.1876105076706142,0.0,ACSF1,HYDRA
28,0.2,random,4,4,4,0.8428034640250658,,0.2382122654655221,0.0,ACSF1,HYDRA
29,0.05,top,4,4,4,0.5272247835251621,0.6711497407330341,-0.143924957207872,0.0,ACSF1,HYDRA
29,0.05,bottom,4,4,4,0.5272247835251621,0.5678608425834882,-0.0406360590583261,0.0,ACSF1,HYDRA
29,0.05,random,4,4,4,0.5272247835251621,,-0.071361916428654,0.0,ACSF1,HYDRA
29,0.1,top,4,4,4,0.5272247835251621,0.6144049295980595,-0.0871801460728973,0.0,ACSF1,HYDRA
29,0.1,bottom,4,4,4,0.5272247835251621,0.4796108961604554,0.0476138873647067,0.0,ACSF1,HYDRA
29,0.1,random,4,4,4,0.5272247835251621,,-0.1729846454675944,0.0,ACSF1,HYDRA
29,0.2,top,4,4,4,0.5272247835251621,0.588611861412797,-0.0613870778876348,0.0,ACSF1,HYDRA
29,0.2,bottom,4,4,4,0.5272247835251621,0.3671046611557952,0.1601201223693669,0.0,ACSF1,HYDRA
29,0.2,random,4,4,4,0.5272247835251621,,0.097390645227116,0.0,ACSF1,HYDRA
30,0.05,top,0,0,0,1.2828424534384184,1.0908621413489668,0.1919803120894516,0.0,ACSF1,HYDRA
30,0.05,bottom,0,0,0,1.2828424534384184,1.2533174849857684,0.0295249684526499,0.0,ACSF1,HYDRA
30,0.05,random,0,0,0,1.2828424534384184,,0.1595985043452481,0.0,ACSF1,HYDRA
30,0.1,top,0,0,0,1.2828424534384184,0.976965783844866,0.3058766695935523,0.0,ACSF1,HYDRA
30,0.1,bottom,0,0,0,1.2828424534384184,1.3884887439742086,-0.1056462905357902,0.0,ACSF1,HYDRA
30,0.1,random,0,0,0,1.2828424534384184,,0.0946581229957306,0.0,ACSF1,HYDRA
