sample_idx,fraction,mode,true_label,base_pred,masked_pred,score_before,score_after,score_drop,flipped,dataset,model
3,0.1,random,9,9,5,4.791207801129074,,-0.6357713760718617,1.0,ACSF1,LR
3,0.2,top,9,9,7,4.791207801129074,10.595162454742558,-5.803954653613484,1.0,ACSF1,LR
3,0.2,bottom,9,9,5,4.791207801129074,4.501961118315558,0.2892466828135163,1.0,ACSF1,LR
3,0.2,random,9,9,3,4.791207801129074,,-4.356674645961539,1.0,ACSF1,LR
4,0.05,top,9,9,7,5.588247769678175,5.959735010140918,-0.3714872404627432,1.0,ACSF1,LR
4,0.05,bottom,9,9,5,5.588247769678175,6.43903445954254,-0.8507866898643659,1.0,ACSF1,LR
4,0.05,random,9,9,8,5.588247769678175,,0.0117908370715458,0.3333333333333333,ACSF1,LR
4,0.1,top,9,9,7,5.588247769678175,9.187294799577268,-3.599047029899093,1.0,ACSF1,LR
4,0.1,bottom,9,9,5,5.588247769678175,5.889137473033065,-0.3008897033548905,1.0,ACSF1,LR
4,0.1,random,9,9,8,5.588247769678175,,-2.3394750736746626,0.3333333333333333,ACSF1,LR
4,0.2,top,9,9,7,5.588247769678175,11.06640269282281,-5.478154923144636,1.0,ACSF1,LR
4,0.2,bottom,9,9,5,5.588247769678175,5.3434205189503885,0.244827250727786,1.0,ACSF1,LR
4,0.2,random,9,9,4,5.588247769678175,,-2.971767498697736,1.0,ACSF1,LR
5,0.05,top,9,9,7,4.973092577235258,5.395925989030966,-0.4228334117957075,1.0,ACSF1,LR
5,0.05,bottom,9,9,9,4.973092577235258,5.821800746957036,-0.8487081697217782,0.0,ACSF1,LR
5,0.05,random,9,9,7,4.973092577235258,,-0.4693701785046779,0.6666666666666666,ACSF1,LR
5,0.1,top,9,9,7,4.973092577235258,8.676200620147927,-3.703108042912669,1.0,ACSF1,LR
5,0.1,bottom,9,9,5,4.973092577235258,5.2610222168945455,-0.2879296396592874,1.0,ACSF1,LR
5,0.1,random,9,9,7,4.973092577235258,,-4.318432889798463,0.3333333333333333,ACSF1,LR
5,0.2,top,9,9,7,4.973092577235258,10.61293981737268,-5.639847240137421,1.0,ACSF1,LR
5,0.2,bottom,9,9,5,4.973092577235258,4.644321222674057,0.3287713545612014,1.0,ACSF1,LR
5,0.2,random,9,9,4,4.973092577235258,,0.0181992296138092,1.0,ACSF1,LR
6,0.05,top,9,9,7,4.624965561230962,5.107901264026681,-0.4829357027957197,1.0,ACSF1,LR
6,0.05,bottom,9,9,5,4.624965561230962,5.474496272102911,-0.8495307108719494,1.0,ACSF1,LR
6,0.05,random,9,9,8,4.624965561230962,,-1.368099413590204,0.3333333333333333,ACSF1,LR
6,0.1,top,9,9,7,4.624965561230962,8.467745470281725,-3.842779909050764,1.0,ACSF1,LR
6,0.1,bottom,9,9,5,4.624965561230962,4.934851603884928,-0.3098860426539662,1.0,ACSF1,LR
6,0.1,random,9,9,6,4.624965561230962,,-2.546175811307908,0.6666666666666666,ACSF1,LR
6,0.2,top,9,9,7,4.624965561230962,10.505834561144365,-5.880868999913401,1.0,ACSF1,LR
6,0.2,bottom,9,9,5,4.624965561230962,4.39648224059435,0.2284833206366112,1.0,ACSF1,LR
6,0.2,random,9,9,3,4.624965561230962,,-3.929753901717648,1.0,ACSF1,LR
7,0.05,top,9,9,7,3.837763457432216,4.410573268132017,-0.5728098106998019,1.0,ACSF1,LR
7,0.05,bottom,9,9,5,3.837763457432216,4.68429617429023,-0.8465327168580146,1.0,ACSF1,LR
7,0.05,random,9,9,6,3.837763457432216,,-0.7366946654364727,0.6666666666666666,ACSF1,LR
7,0.1,top,9,9,7,3.837763457432216,7.833426396018826,-3.9956629385866105,1.0,ACSF1,LR
7,0.1,bottom,9,9,5,3.837763457432216,4.131359296242239,-0.2935958388100239,1.0,ACSF1,LR
7,0.1,random,9,9,6,3.837763457432216,,-1.7388908901598572,1.0,ACSF1,LR
7,0.2,top,9,9,7,3.837763457432216,10.005493323841565,-6.167729866409349,1.0,ACSF1,LR
7,0.2,bottom,9,9,5,3.837763457432216,3.4947123280771386,0.3430511293550768,1.0,ACSF1,LR
7,0.2,random,9,9,3,3.837763457432216,,-2.5099082314748435,1.0,ACSF1,LR
8,0.05,top,9,9,7,4.4892452470203015,4.990235503455738,-0.5009902564354363,1.0,ACSF1,LR
8,0.05,bottom,9,9,5,4.4892452470203015,5.336773196920028,-0.8475279498997264,1.0,ACSF1,LR
8,0.05,random,9,9,6,4.4892452470203015,,-0.4584424445765928,0.6666666666666666,ACSF1,LR
8,0.1,top,9,9,7,4.4892452470203015,8.34296086982334,-3.853715622803039,1.0,ACSF1,LR
8,0.1,bottom,9,9,5,4.4892452470203015,4.77003249524588,-0.2807872482255789,1.0,ACSF1,LR
8,0.1,random,9,9,5,4.4892452470203015,,-0.1329950537855815,1.0,ACSF1,LR
8,0.2,top,9,9,7,4.4892452470203015,10.4038633457159,-5.914618098695598,1.0,ACSF1,LR
8,0.2,bottom,9,9,5,4.4892452470203015,4.142930468810528,0.3463147782097735,1.0,ACSF1,LR
8,0.2,random,9,9,4,4.4892452470203015,,-4.6109543132799855,1.0,ACSF1,LR
9,0.05,top,9,9,7,3.874787149434584,4.4742411354430445,-0.5994539860084611,1.0,ACSF1,LR
9,0.05,bottom,9,9,5,3.874787149434584,4.72629008132701,-0.8515029318924263,1.0,ACSF1,LR
9,0.05,random,9,9,6,3.874787149434584,,0.3163918178527065,0.6666666666666666,ACSF1,LR
9,0.1,top,9,9,7,3.874787149434584,7.909528121304364,-4.03474097186978,1.0,ACSF1,LR
9,0.1,bottom,9,9,5,3.874787149434584,4.176392479789017,-0.3016053303544339,1.0,ACSF1,LR
9,0.1,random,9,9,6,3.874787149434584,,-1.886332615981943,0.6666666666666666,ACSF1,LR
9,0.2,top,9,9,7,3.874787149434584,10.09228023541599,-6.217493085981406,1.0,ACSF1,LR
9,0.2,bottom,9,9,5,3.874787149434584,3.5710005261398514,0.3037866232947319,1.0,ACSF1,LR
9,0.2,random,9,9,3,3.874787149434584,,-4.2201652641197125,1.0,ACSF1,LR
10,0.05,top,3,3,5,11.026741857178427,14.883027222539845,-3.856285365361416,1.0,ACSF1,LR
10,0.05,bottom,3,3,3,11.026741857178427,14.3204801701112,-3.29373831293277,0.0,ACSF1,LR
10,0.05,random,3,3,3,11.026741857178427,,-2.9763578244292304,0.0,ACSF1,LR
10,0.1,top,3,3,5,11.026741857178427,18.220320458432266,-7.193578601253833,1.0,ACSF1,LR
10,0.1,bottom,3,3,3,11.026741857178427,17.834019699563207,-6.807277842384778,0.0,ACSF1,LR
10,0.1,random,3,3,4,11.026741857178427,,-6.124258889178399,0.3333333333333333,ACSF1,LR
10,0.2,top,3,3,5,11.026741857178427,23.75301162212607,-12.726269764947642,1.0,ACSF1,LR
10,0.2,bottom,3,3,3,11.026741857178427,24.043660710206048,-13.01691885302762,0.0,ACSF1,LR
10,0.2,random,3,3,4,11.026741857178427,,-12.886943354256902,0.3333333333333333,ACSF1,LR
11,0.05,top,3,3,5,28.17801822523403,28.730796623686977,-0.5527783984529471,1.0,ACSF1,LR
11,0.05,bottom,3,3,3,28.17801822523403,30.68391017718533,-2.5058919519512983,0.0,ACSF1,LR
11,0.05,random,3,3,4,28.17801822523403,,-2.343982550674672,0.3333333333333333,ACSF1,LR
11,0.1,top,3,3,3,28.17801822523403,30.244998048041715,-2.066979822807685,0.0,ACSF1,LR
11,0.1,bottom,3,3,3,28.17801822523403,32.92969980741366,-4.751681582179632,0.0,ACSF1,LR
11,0.1,random,3,3,3,28.17801822523403,,-4.042668039069894,0.0,ACSF1,LR
11,0.2,top,3,3,5,28.17801822523403,34.806799456982816,-6.6287812317487855,1.0,ACSF1,LR
11,0.2,bottom,3,3,3,28.17801822523403,38.29912210941241,-10.121103884178378,0.0,ACSF1,LR
11,0.2,random,3,3,3,28.17801822523403,,-10.142099775743626,0.0,ACSF1,LR
12,0.05,top,3,3,3,14.03400489876582,15.89529469188686,-1.86128979312104,0.0,ACSF1,LR
12,0.05,bottom,3,3,3,14.03400489876582,17.15872825654985,-3.124723357784029,0.0,ACSF1,LR
12,0.05,random,3,3,3,14.03400489876582,,-3.223909525634084,0.0,ACSF1,LR
12,0.1,top,3,3,3,14.03400489876582,19.246802368795983,-5.2127974700301625,0.0,ACSF1,LR
12,0.1,bottom,3,3,3,14.03400489876582,20.38963137734409,-6.355626478578275,0.0,ACSF1,LR
12,0.1,random,3,3,3,14.03400489876582,,-6.23044515244418,0.0,ACSF1,LR
12,0.2,top,3,3,5,14.03400489876582,24.689751306929743,-10.655746408163925,1.0,ACSF1,LR
12,0.2,bottom,3,3,3,14.03400489876582,26.56511288790013,-12.531107989134314,0.0,ACSF1,LR
12,0.2,random,3,3,3,14.03400489876582,,-12.260849653600202,0.0,ACSF1,LR
14,0.05,top,3,3,3,13.920539423610858,17.646178554401587,-3.7256391307907286,0.0,ACSF1,LR
14,0.05,bottom,3,3,3,13.920539423610858,16.972682973865425,-3.0521435502545664,0.0,ACSF1,LR
14,0.05,random,3,3,3,13.920539423610858,,-2.785033787368524,0.0,ACSF1,LR
14,0.1,top,3,3,3,13.920539423610858,20.6290531290762,-6.708513705465343,0.0,ACSF1,LR
14,0.1,bottom,3,3,3,13.920539423610858,20.11713983696892,-6.196600413358059,0.0,ACSF1,LR
14,0.1,random,3,3,3,13.920539423610858,,-5.983787474722191,0.0,ACSF1,LR
14,0.2,top,3,3,5,13.920539423610858,26.013678046230943,-12.093138622620083,1.0,ACSF1,LR
14,0.2,bottom,3,3,3,13.920539423610858,26.05806598191696,-12.137526558306096,0.0,ACSF1,LR
14,0.2,random,3,3,3,13.920539423610858,,-12.207598880979791,0.0,ACSF1,LR
15,0.05,top,3,3,3,14.364391062232563,18.146915644522217,-3.782524582289652,0.0,ACSF1,LR
15,0.05,bottom,3,3,3,14.364391062232563,17.399195575226408,-3.0348045129938424,0.0,ACSF1,LR
15,0.05,random,3,3,3,14.364391062232563,,-2.89942266177404,0.0,ACSF1,LR
15,0.1,top,3,3,3,14.364391062232563,21.41918776163438,-7.054796699401814,0.0,ACSF1,LR
15,0.1,bottom,3,3,3,14.364391062232563,20.61700777469738,-6.252616712464816,0.0,ACSF1,LR
15,0.1,random,3,3,3,14.364391062232563,,-6.211483705069152,0.0,ACSF1,LR
15,0.2,top,3,3,3,14.364391062232563,26.35778945269676,-11.993398390464192,0.0,ACSF1,LR
15,0.2,bottom,3,3,3,14.364391062232563,26.62969707917086,-12.265306016938297,0.0,ACSF1,LR
15,0.2,random,3,3,4,14.364391062232563,,-11.853335373624589,0.3333333333333333,ACSF1,LR
18,0.05,top,3,3,5,21.960211545469228,23.965402000602097,-2.005190455132869,1.0,ACSF1,LR
18,0.05,bottom,3,3,3,21.960211545469228,24.65416722134096,-2.693955675871728,0.0,ACSF1,LR
18,0.05,random,3,3,3,21.960211545469228,,-2.203531235548281,0.0,ACSF1,LR
18,0.1,top,3,3,3,21.960211545469228,26.72325948002164,-4.763047934552411,0.0,ACSF1,LR
18,0.1,bottom,3,3,3,21.960211545469228,27.4618555410517,-5.501643995582473,0.0,ACSF1,LR
18,0.1,random,3,3,3,21.960211545469228,,-5.243736636716943,0.0,ACSF1,LR
18,0.2,top,3,3,5,21.960211545469228,31.01146985102149,-9.051258305552269,1.0,ACSF1,LR
18,0.2,bottom,3,3,3,21.960211545469228,32.779847915214134,-10.819636369744906,0.0,ACSF1,LR
18,0.2,random,3,3,4,21.960211545469228,,-10.746516206784149,0.3333333333333333,ACSF1,LR
19,0.05,top,3,3,3,12.526753636606706,15.345400410279872,-2.8186467736731657,0.0,ACSF1,LR
19,0.05,bottom,3,3,3,12.526753636606706,15.641628063137254,-3.114874426530548,0.0,ACSF1,LR
19,0.05,random,3,3,3,12.526753636606706,,-3.0730222976977024,0.0,ACSF1,LR
19,0.1,top,3,3,3,12.526753636606706,18.733610220521538,-6.206856583914831,0.0,ACSF1,LR
19,0.1,bottom,3,3,3,12.526753636606706,18.96215092318804,-6.435397286581335,0.0,ACSF1,LR
19,0.1,random,3,3,3,12.526753636606706,,-6.123580622181263,0.0,ACSF1,LR
19,0.2,top,3,3,5,12.526753636606706,24.30581306849166,-11.779059431884953,1.0,ACSF1,LR
19,0.2,bottom,3,3,3,12.526753636606706,25.070427479047595,-12.543673842440889,0.0,ACSF1,LR
19,0.2,random,3,3,3,12.526753636606706,,-12.563623520949058,0.0,ACSF1,LR
21,0.05,top,4,4,1,17.253114250879516,13.36537581751512,3.887738433364397,1.0,ACSF1,LR
21,0.05,bottom,4,4,5,17.253114250879516,15.388301183768611,1.864813067110904,1.0,ACSF1,LR
21,0.05,random,4,4,4,17.253114250879516,,1.3472715927265504,0.3333333333333333,ACSF1,LR
21,0.1,top,4,4,5,17.253114250879516,11.482194408738936,5.7709198421405805,1.0,ACSF1,LR
21,0.1,bottom,4,4,5,17.253114250879516,13.766160151874562,3.4869540990049543,1.0,ACSF1,LR
21,0.1,random,4,4,5,17.253114250879516,,7.333816117427006,1.0,ACSF1,LR
21,0.2,top,4,4,1,17.253114250879516,-0.6561905261086893,17.909304776988204,1.0,ACSF1,LR
21,0.2,bottom,4,4,5,17.253114250879516,9.814881540193197,7.43823271068632,1.0,ACSF1,LR
21,0.2,random,4,4,3,17.253114250879516,,16.230268992806362,1.0,ACSF1,LR
25,0.05,top,4,4,0,17.57264891244496,13.172208149156686,4.400440763288275,1.0,ACSF1,LR
25,0.05,bottom,4,4,5,17.57264891244496,15.639047778002816,1.933601134442145,1.0,ACSF1,LR
25,0.05,random,4,4,5,17.57264891244496,,0.349685676069754,1.0,ACSF1,LR
25,0.1,top,4,4,5,17.57264891244496,12.08244388798286,5.490205024462101,1.0,ACSF1,LR
25,0.1,bottom,4,4,5,17.57264891244496,13.984217891020974,3.588431021423988,1.0,ACSF1,LR
25,0.1,random,4,4,4,17.57264891244496,,4.022959116865905,1.0,ACSF1,LR
25,0.2,top,4,4,1,17.57264891244496,-1.2741661538888922,18.846815066333853,1.0,ACSF1,LR
25,0.2,bottom,4,4,5,17.57264891244496,10.374152144674362,7.1984967677706,1.0,ACSF1,LR
25,0.2,random,4,4,5,17.57264891244496,,5.158297685284867,1.0,ACSF1,LR
27,0.05,top,4,4,1,25.09270671868004,19.205723199425407,5.886983519254635,1.0,ACSF1,LR
27,0.05,bottom,4,4,5,25.09270671868004,22.970706816967613,2.121999901712428,1.0,ACSF1,LR
27,0.05,random,4,4,4,25.09270671868004,,3.1228949517492843,0.3333333333333333,ACSF1,LR
27,0.1,top,4,4,5,25.09270671868004,19.17536506635081,5.917341652329228,1.0,ACSF1,LR
27,0.1,bottom,4,4,5,25.09270671868004,20.942682288315567,4.150024430364475,1.0,ACSF1,LR
27,0.1,random,4,4,2,25.09270671868004,,7.779089095309833,1.0,ACSF1,LR
27,0.2,top,4,4,1,25.09270671868004,1.6597396832563016,23.43296703542374,1.0,ACSF1,LR
27,0.2,bottom,4,4,5,25.09270671868004,16.390859054543117,8.701847664136924,1.0,ACSF1,LR
27,0.2,random,4,4,4,25.09270671868004,,12.860456085730386,1.0,ACSF1,LR
28,0.05,top,4,4,4,29.841426627704127,22.427776640648425,7.413649987055702,0.0,ACSF1,LR
28,0.05,bottom,4,4,5,29.841426627704127,27.490603350588334,2.350823277115793,1.0,ACSF1,LR
28,0.05,random,4,4,5,29.841426627704127,,5.241619254795611,0.6666666666666666,ACSF1,LR
28,0.1,top,4,4,5,29.841426627704127,23.866522124304776,5.974904503399351,1.0,ACSF1,LR
28,0.1,bottom,4,4,5,29.841426627704127,25.137020242844983,4.704406384859144,1.0,ACSF1,LR
28,0.1,random,4,4,5,29.841426627704127,,7.427364176305421,1.0,ACSF1,LR
28,0.2,top,4,4,1,29.841426627704127,2.304223081150832,27.537203546553297,1.0,ACSF1,LR
28,0.2,bottom,4,4,5,29.841426627704127,20.33568405415263,9.505742573551498,1.0,ACSF1,LR
28,0.2,random,4,4,5,29.841426627704127,,3.729285643080184,1.0,ACSF1,LR
29,0.05,top,4,4,1,19.14922203057587,14.631343643620626,4.517878386955244,1.0,ACSF1,LR
29,0.05,bottom,4,4,5,19.14922203057587,17.25971020139476,1.8895118291811104,1.0,ACSF1,LR
29,0.05,random,4,4,3,19.14922203057587,,2.751948475275748,0.6666666666666666,ACSF1,LR
29,0.1,top,4,4,5,19.14922203057587,13.304225446535796,5.844996584040075,1.0,ACSF1,LR
29,0.1,bottom,4,4,5,19.14922203057587,15.565181783476216,3.584040247099656,1.0,ACSF1,LR
29,0.1,random,4,4,4,19.14922203057587,,5.662064541830067,1.0,ACSF1,LR
29,0.2,top,4,4,1,19.14922203057587,-0.4936217668644886,19.64284379744036,1.0,ACSF1,LR
29,0.2,bottom,4,4,5,19.14922203057587,11.725090983215088,7.424131047360783,1.0,ACSF1,LR
29,0.2,random,4,4,5,19.14922203057587,,5.551711921016391,1.0,ACSF1,LR
30,0.05,top,0,0,0,22.17218690686556,22.45829164203625,-0.2861047351706922,0.0,ACSF1,LR
30,0.05,bottom,0,0,0,22.17218690686556,20.942101179208425,1.230085727657137,0.0,ACSF1,LR
30,0.05,random,0,0,0,22.17218690686556,,1.3651131374976646,0.0,ACSF1,LR
30,0.1,top,0,0,0,22.17218690686556,19.351034622510912,2.8211522843546497,0.0,ACSF1,LR
30,0.1,bottom,0,0,0,22.17218690686556,19.610329967407427,2.561856939458135,0.0,ACSF1,LR
30,0.1,random,0,0,0,22.17218690686556,,1.2180905178964991,0.0,ACSF1,LR
30,0.2,top,0,0,1,22.17218690686556,12.451598521144533,9.72058838572103,1.0,ACSF1,LR
30,0.2,bottom,0,0,5,22.17218690686556,16.157652760826974,6.014534146038589,1.0,ACSF1,LR
30,0.2,random,0,0,4,22.17218690686556,,5.941986472390837,0.6666666666666666,ACSF1,LR
32,0.05,top,0,0,0,21.82211857101355,22.5117434178247,-0.6896248468111494,0.0,ACSF1,LR
32,0.05,bottom,0,0,0,21.82211857101355,21.03734763838447,0.7847709326290797,0.0,ACSF1,LR
32,0.05,random,0,0,0,21.82211857101355,,1.5939014129458506,0.0,ACSF1,LR
32,0.1,top,0,0,0,21.82211857101355,16.848158343933115,4.973960227080436,0.0,ACSF1,LR
32,0.1,bottom,0,0,0,21.82211857101355,20.040031116960808,1.7820874540527427,0.0,ACSF1,LR
32,0.1,random,0,0,0,21.82211857101355,,3.7464223322067935,0.0,ACSF1,LR
32,0.2,top,0,0,1,21.82211857101355,12.7342062308082,9.08791234020535,1.0,ACSF1,LR
32,0.2,bottom,0,0,5,21.82211857101355,15.992499109129737,5.829619461883816,1.0,ACSF1,LR
32,0.2,random,0,0,3,21.82211857101355,,4.942429678225906,0.6666666666666666,ACSF1,LR
36,0.05,top,0,0,0,6.948589790739423,5.759395213723097,1.189194577016326,0.0,ACSF1,LR
36,0.05,bottom,0,0,0,6.948589790739423,6.199089409853729,0.7495003808856939,0.0,ACSF1,LR
36,0.05,random,0,0,3,6.948589790739423,,0.9989241363470024,0.6666666666666666,ACSF1,LR
36,0.1,top,0,0,1,6.948589790739423,8.967474231078679,-2.0188844403392565,1.0,ACSF1,LR
36,0.1,bottom,0,0,1,6.948589790739423,5.079743194184788,1.8688465965546344,1.0,ACSF1,LR
36,0.1,random,0,0,2,6.948589790739423,,0.978026989632522,0.6666666666666666,ACSF1,LR
36,0.2,top,0,0,1,6.948589790739423,8.17971142907796,-1.2311216383385375,1.0,ACSF1,LR
36,0.2,bottom,0,0,5,6.948589790739423,2.468572749154781,4.480017041584642,1.0,ACSF1,LR
36,0.2,random,0,0,7,6.948589790739423,,2.7033205165482403,1.0,ACSF1,LR
41,0.05,top,6,6,5,3.5499211557405257,-4.783865818809947,8.333786974550474,1.0,ACSF1,LR
41,0.05,bottom,6,6,5,3.5499211557405257,1.54091552331397,2.009005632426556,1.0,ACSF1,LR
41,0.05,random,6,6,4,3.5499211557405257,,5.410431435396046,1.0,ACSF1,LR
41,0.1,top,6,6,5,3.5499211557405257,-12.97951625017171,16.529437405912233,1.0,ACSF1,LR
41,0.1,bottom,6,6,5,3.5499211557405257,-1.5965066125479153,5.146427768288441,1.0,ACSF1,LR
41,0.1,random,6,6,5,3.5499211557405257,,9.225344324287091,1.0,ACSF1,LR
41,0.2,top,6,6,5,3.5499211557405257,-28.85453701366737,32.404458169407896,1.0,ACSF1,LR
41,0.2,bottom,6,6,3,3.5499211557405257,-9.584268038808748,13.134189194549274,1.0,ACSF1,LR
41,0.2,random,6,6,2,3.5499211557405257,,22.9941890373768,1.0,ACSF1,LR
43,0.05,top,6,6,5,8.742390434981715,0.3119716456922381,8.430418789289476,1.0,ACSF1,LR
43,0.05,bottom,6,6,6,8.742390434981715,6.44156116466605,2.300829270315665,0.0,ACSF1,LR
43,0.05,random,6,6,7,8.742390434981715,,2.479476706071042,0.6666666666666666,ACSF1,LR
43,0.1,top,6,6,5,8.742390434981715,-7.993760610657995,16.73615104563971,1.0,ACSF1,LR
43,0.1,bottom,6,6,5,8.742390434981715,2.9688102623927097,5.773580172589005,1.0,ACSF1,LR
43,0.1,random,6,6,5,8.742390434981715,,8.300999122676934,0.6666666666666666,ACSF1,LR
43,0.2,top,6,6,5,8.742390434981715,-24.3573744148882,33.09976484986991,1.0,ACSF1,LR
43,0.2,bottom,6,6,8,8.742390434981715,-5.621849144650841,14.364239579632557,1.0,ACSF1,LR
43,0.2,random,6,6,4,8.742390434981715,,24.44105447052216,1.0,ACSF1,LR
44,0.05,top,6,6,5,11.375778771053623,2.706300558745093,8.669478212308531,1.0,ACSF1,LR
44,0.05,bottom,6,6,6,11.375778771053623,8.90114655644787,2.474632214605755,0.0,ACSF1,LR
44,0.05,random,6,6,6,11.375778771053623,,3.86774196711958,0.3333333333333333,ACSF1,LR
44,0.1,top,6,6,5,11.375778771053623,-5.795802992297621,17.171581763351245,1.0,ACSF1,LR
44,0.1,bottom,6,6,5,11.375778771053623,5.209885861556671,6.165892909496954,1.0,ACSF1,LR
44,0.1,random,6,6,8,11.375778771053623,,9.514476788453852,1.0,ACSF1,LR
44,0.2,top,6,6,5,11.375778771053623,-22.556424168651816,33.93220293970544,1.0,ACSF1,LR
44,0.2,bottom,6,6,5,11.375778771053623,-3.736783971338454,15.11256274239208,1.0,ACSF1,LR
44,0.2,random,6,6,5,11.375778771053623,,26.585144735014328,1.0,ACSF1,LR
45,0.05,top,6,6,5,4.843942399590727,-3.688007468254945,8.531949867845672,1.0,ACSF1,LR
45,0.05,bottom,6,6,5,4.843942399590727,2.7540737523862937,2.089868647204433,1.0,ACSF1,LR
45,0.05,random,6,6,6,4.843942399590727,,5.30377181601649,1.0,ACSF1,LR
45,0.1,top,6,6,5,4.843942399590727,-12.05905351777237,16.902995917363096,1.0,ACSF1,LR
45,0.1,bottom,6,6,5,4.843942399590727,-0.5587426377273994,5.402685037318126,1.0,ACSF1,LR
45,0.1,random,6,6,6,4.843942399590727,,11.460857717455676,1.0,ACSF1,LR
45,0.2,top,6,6,5,4.843942399590727,-28.087434204708167,32.93137660429889,1.0,ACSF1,LR
45,0.2,bottom,6,6,3,4.843942399590727,-8.680107859324465,13.524050258915192,1.0,ACSF1,LR
45,0.2,random,6,6,3,4.843942399590727,,18.11681828774164,1.0,ACSF1,LR
46,0.05,top,6,6,9,6.540917398061648,-2.110021961084522,8.65093935914617,1.0,ACSF1,LR
46,0.05,bottom,6,6,5,6.540917398061648,4.344872498773938,2.1960448992877097,1.0,ACSF1,LR
46,0.05,random,6,6,6,6.540917398061648,,6.35228877497084,1.0,ACSF1,LR
46,0.1,top,6,6,5,6.540917398061648,-10.487273662402696,17.028191060464344,1.0,ACSF1,LR
46,0.1,bottom,6,6,5,6.540917398061648,0.9194103152778936,5.621507082783754,1.0,ACSF1,LR
46,0.1,random,6,6,8,6.540917398061648,,6.941363994179497,1.0,ACSF1,LR
46,0.2,top,6,6,5,6.540917398061648,-26.611289535206325,33.152206933267976,1.0,ACSF1,LR
46,0.2,bottom,6,6,8,6.540917398061648,-7.356581249944661,13.897498648006309,1.0,ACSF1,LR
46,0.2,random,6,6,4,6.540917398061648,,13.13139501898902,1.0,ACSF1,LR
47,0.05,top,6,6,5,10.263492068190732,0.9636930168383308,9.299799051352402,1.0,ACSF1,LR
47,0.05,bottom,6,6,5,10.263492068190732,7.894105730394655,2.3693863377960778,1.0,ACSF1,LR
