dataset,series_length,n_instances,n_classes,log_series_length,log_n_instances,class_centroid_distance,normalized_centroid_separation,variance,mean_abs_diff,mean_abs_second_diff,spectral_entropy,spectral_centroid,low_freq_energy_ratio,spike_ratio,zero_crossing_rate,acf_lag1,acf_lag5,acf_lag10,skewness,kurtosis,cluster,pca1,pca2
CBF,128,930,3,4.859812404361672,6.836259277277067,7.256496377330777,0.9257004707455564,1.00000002082958,0.4940597497968264,0.8533266709696862,2.044855148561539,0.0634422348273322,0.82271400959261,0.0058299731182795,0.1315976631953264,0.7892029638543233,0.6616021944460186,0.4945250565719399,0.2655698039891919,-0.6350985980802967,2,1.5484876110464134,-1.3977805483842913
Car,577,120,4,6.359573868672378,4.795790545596741,7.357255747789637,1.0661752577505017,1.000000011920929,0.0265858899646749,0.0075479131269579,0.3362431810547908,0.0037664820976465,0.999878138800462,0.0,0.007349537037037,0.9995755589944249,0.9909936700133872,0.9664649000740676,-0.0670932297895584,-1.24839053551356,1,-2.4834783199482953,-0.3000043803618916
Chinatown,24,363,2,3.218875824868201,5.8971538676367405,804.9517090336439,1.2104392132359765,1.0000000126434094,0.2806944317972036,0.2735262887126486,0.4760406442992286,0.0537569373021208,0.9107599173038788,0.0,0.0816864295125164,0.9248269817322388,0.4177122341577898,-0.5790526993276252,0.205668601841145,-1.5661757136836196,2,0.6953286240503348,-2.966709587775666
ChlorineConcentration,166,4307,3,5.117993812416755,8.36822903827628,0.6163513627518032,0.1111481944767317,0.9999999914198096,0.4121586806416539,0.6282885934468181,3.297735124390502,0.088635821455949,0.7484031986312852,0.0322632531519157,0.2000576932548141,0.7861187520954849,0.2692796364896148,0.1685473852205748,1.781087380116241,4.927322636852969,2,2.887966175335138,-0.21235968366778585
CinCECGTorso,1639,1420,4,7.402451520818244,7.259116128097101,6.738567704611843,0.1679580440695159,1.0000000159085636,0.0284391173587875,0.0187075788981582,3.260015144818265,0.0078552168973213,0.9991355854440744,0.0306903041187945,0.0151945863213468,0.9972968727732884,0.9463029963549834,0.8248147103004939,-0.3938560483039317,23.560786064074072,3,-1.3663999373917994,1.7879318837003149
Coffee,286,56,2,5.659482215759621,4.04305126783455,1.736332536706389,1.3194279366481445,1.0000000298023224,0.0602996254871998,0.038104692374223,1.5891993301255365,0.0098248887897197,0.9949834729943956,0.0,0.0155388471177944,0.9961234463815634,0.9336044773177424,0.8196842949948525,-0.3556835454489503,-0.8561167929853711,1,-1.908818889410305,-0.3322212193686636
Computers,720,500,2,6.580639137284949,6.2166061010848646,2.828209292593932,0.1095351050030606,1.0000000265836717,0.1691367692314088,0.3241267376840114,3.071198664426804,0.0436497058404089,0.8871147517943755,0.0333916666666666,0.0630347705146036,0.8640987903537608,0.7427831347674904,0.6183534645228106,3.1654297861475498,18.70038741827011,3,0.49314258516970116,1.8887495498460858
CricketX,300,780,12,5.707110264748875,6.660575149839686,7.483536722019098,0.4596818626456765,0.9999999679051912,0.1878672756541233,0.2587944761300698,2.469508103414988,0.0398608010647262,0.9047136765642044,0.023517094017094,0.0564574221764857,0.8968380734199345,0.6695594458118467,0.4561534838506108,1.0276077320813224,5.074553793057417,2,0.07256965763493228,0.30661613721332437
CricketY,300,780,12,5.707110264748875,6.660575149839686,9.441043790716014,0.6043323038014186,0.999999966376867,0.1732128651955953,0.2309241943538953,2.392719719195977,0.0306724870412865,0.9384531369576088,0.0239487179487179,0.0591501586484864,0.9335231320583462,0.7227221003885513,0.4731812504945549,-0.6986573366764695,2.348061930674773,2,-0.3952524279030372,-0.1427920918636197
CricketZ,300,780,12,5.707110264748875,6.660575149839686,7.494000612157761,0.4603909555638435,0.99999996309097,0.187263429375031,0.2569223665942748,2.4692975479822894,0.0397909892388722,0.9049427434037892,0.0233888888888888,0.0556298773690077,0.8971964453523499,0.669109120003161,0.4557991966042765,1.024582793028094,5.060727896598669,2,0.06616965938248963,0.304058822563963
Crop,46,24000,24,3.8501476017100575,10.085850775128716,1.669322892457498,2.4971558893034724,1.0000000046690305,0.3749896400983756,0.453838792414094,1.563388284958899,0.0758379131846412,0.8052641122999291,0.0104701086956521,0.1414009259259259,0.8243584608365326,0.3237860554402947,-0.1176426545240132,-0.0211274790074982,-0.2040455549508333,2,1.7018993916989946,-2.2684758607432007
DiatomSizeReduction,345,322,4,5.846438775057724,5.777652323222656,3.385728113594769,1.5436575181800658,1.000000064047227,0.0368944809581182,0.0072909146608779,0.1626265305701805,0.0060470149816032,0.9999397356317652,0.0,0.0117542972699696,0.9991766178395136,0.97996626891518,0.9196404512620674,0.2385998722923245,-1.2596642889591478,1,-2.373675497577776,-0.622718787291109
DistalPhalanxOutlineAgeGroup,80,539,3,4.394449154672439,6.29156913955832,1.751121633194795,1.10847262271566,0.9999999732387308,0.1620619987484917,0.0835941752802463,1.2748885364833258,0.0267801451931074,0.989247809203967,0.0,0.0599798031986097,0.9778991896401992,0.6457645156536698,0.2052078088165834,0.1788119132376098,-1.406341873427269,2,-0.6965193729206098,-1.564563325717245
DistalPhalanxOutlineCorrect,80,876,2,4.394449154672439,6.776506992372183,0.6010870558256902,0.2655618955737732,0.999999974484313,0.1627103381760452,0.0882609471865848,1.2683943855708049,0.026575720520601,0.9888756457529112,0.0,0.0585081787179931,0.9779564713364222,0.6526102455607143,0.2240834589968924,0.176191242030725,-1.382730165028681,2,-0.6822242063361995,-1.6005442741737725
DistalPhalanxTW,80,539,6,4.394449154672439,6.29156913955832,1.742413380497841,1.2476843967372715,0.9999999732387308,0.1620619987484917,0.0835941752802463,1.2748885364833258,0.0267801451931074,0.989247809203967,0.0,0.0599798031986097,0.9778991896401992,0.6457645156536698,0.2052078088165834,0.1788119132376098,-1.406341873427269,2,-0.7135960914933356,-1.5346809613465868
DodgerLoopDay,288,144,7,5.666426688112432,4.976733742420574,99.72599382387249,0.9524556989809908,1.0000000033113692,0.4187222427378098,0.7206857490042845,2.004135268429915,0.0451494862879982,0.8708396467069784,0.0045572916666666,0.150842044134727,0.8424440222279339,0.7953320477212136,0.7316292365885825,0.0782130714002025,-0.781490195956495,2,0.654012933612981,-0.6739228495907871
DodgerLoopGame,288,144,2,5.666426688112432,4.976733742420574,57.61597563842781,0.4620764268313206,1.0000000033113692,0.4187222427378098,0.7206857490042845,2.004135268429915,0.0451494862879982,0.8708396467069784,0.0045572916666666,0.150842044134727,0.8424440222279339,0.7953320477212136,0.7316292365885825,0.0782130714002025,-0.781490195956495,2,0.6872991699690322,-0.7218139051241116
DodgerLoopWeekend,288,144,2,5.666426688112432,4.976733742420574,139.93449671864627,1.268363134347276,1.0000000033113692,0.4187222427378098,0.7206857490042845,2.004135268429915,0.0451494862879982,0.8708396467069784,0.0045572916666666,0.150842044134727,0.8424440222279339,0.7953320477212135,0.7316292365885825,0.0782130714002025,-0.781490195956495,2,0.6722412280128574,-0.7277836214628293
ECG200,96,200,2,4.574710978503383,5.303304908059076,4.682615079619424,0.8169285048630847,1.0,0.2129028292372822,0.2616799029707908,1.6717528462409974,0.0353463248238023,0.9159658572077752,0.0145833333333333,0.0731052631578947,0.94004922560207,0.6981303380826511,0.3636308868857224,-0.1306888283271109,0.3870405179262161,2,-0.21736035896235073,-1.0458693992061328
ECG5000,140,5000,5,4.948759890378168,8.517393171418904,6.879884946230581,0.9466220080420598,0.9999999994516372,0.150562150464952,0.1378647038914263,2.179319893372059,0.0364364186425066,0.9446247464299202,0.0400157142857142,0.0467625899280575,0.952993893060442,0.6117555782833438,0.2831260707533502,-1.6979262679241132,4.890505524206161,2,-0.2692596498165113,-0.7532314602822401
ECGFiveDays,136,884,2,4.919980925828125,6.785587645007929,3.3173596406927133,0.4253090228548971,1.0000000218460463,0.1808227478311612,0.1617846719549792,2.9502002931288462,0.0669639168579544,0.7454606450049046,0.039168552036199,0.0787078934137757,0.8601702339539528,0.1669227158824164,0.0855313765359821,-2.3424007744039512,15.165275192908032,2,1.332230936294179,-0.7352688192360215
EOGHorizontalSignal,1250,724,12,7.131698510466912,6.586171654854675,4729.544859462723,1.739189216982807,1.0000000037870354,0.0114846450504358,0.0117487285481714,1.7726141124634454,0.0034238371981763,0.9985116183428474,0.0246629834254143,0.0031605394813088,0.9993022890400184,0.9890211975442712,0.963251027831292,0.4128290969796108,1.3110185076189305,3,-2.081298572697671,1.1090776802973252
EOGVerticalSignal,1250,724,12,7.131698510466912,6.586171654854675,3699.07346042574,1.051957918627621,1.0000000018111908,0.0130856678462896,0.0138907902976961,1.9060527132360972,0.0038919290916202,0.99855361483703,0.0265270718232044,0.0041403288376557,0.999134823563142,0.9842989671669248,0.9487678363754878,0.6558619774714014,3.3111043276049155,3,-1.975962812058299,1.2810066161177986
Earthquakes,512,461,2,6.240275845170769,6.135564891081739,2.741228014907439,0.1217137260525019,1.0000000142223664,0.7123770514046551,1.3947133265451856,5.1137704673403,0.2401684570916086,0.2302674258737915,0.0355545010845987,0.2710562845171944,0.047563786972223,0.0155496439521439,0.013388914613714,2.083579411863505,3.628104675617756,0,8.095125561517328,0.366836721858545
ElectricDevices,96,16637,7,4.574710978503383,9.719444514843833,2.404933126656817,0.2536865391366111,0.9999999982230028,0.5316621401413443,0.9650568589646508,2.7276968485313287,0.1859252492534709,0.3977240702767309,0.0240058554226523,0.2094810868609282,0.3063152650776697,0.0670795579882218,0.0393344062523499,3.0885608926470702,17.057747723434726,2,5.84368015175274,-0.7666502058990197
EthanolLevel,1751,1004,4,7.468513271496337,6.912742820493176,0.6898864754535142,0.131934665146119,1.0000000274276353,0.0050189234784793,0.0025553262252889,0.4596312516535896,0.0007300448923076,0.9999930643109212,0.0,0.0013397837222538,0.9999679423097448,0.9993445066326156,0.9975147883923065,0.4839577305601887,-1.4194351107000829,1,-2.487402833129191,0.2215179518657181
FaceAll,131,2250,14,4.882801922586371,7.719129840906732,6.842886310021758,0.7513557644436764,1.0000000105433997,0.4119124328957663,0.3449914240952995,2.8428070549964906,0.093128302142731,0.6962301674750117,0.0237455470737913,0.1811042735042735,0.8107321157672486,-0.2596514738200738,-0.13760798891787,0.4788466306281625,2.822025870641073,2,3.064405641446992,-1.1153204863790642
FaceFour,350,112,4,5.860786223465865,4.727387818712341,14.364712016737403,1.1284061177699425,1.0000000505575113,0.1844724873080849,0.3194668633597238,2.891828430550439,0.043516695308595,0.9614955527441842,0.0289030612244897,0.0798198935734752,0.930566960342189,0.3830372889610762,-0.2169207837741103,0.4612428104737773,1.6582580081054143,2,0.744363893088254,0.023320655532474074
FacesUCR,131,2250,14,4.882801922586371,7.719129840906732,6.842886310021758,0.7513557644436764,1.0000000120268928,0.4119124321010378,0.344991424108545,2.8428070549964906,0.0931283022459135,0.6962301688724094,0.0237455470737913,0.1811042735042735,0.8107321157289269,-0.2596514738344023,-0.1376079888596666,0.4788466279031321,2.822025898191664,2,3.064405638207774,-1.115320486039311
FiftyWords,270,905,50,5.602118820879701,6.80903930604298,14.413019738284088,1.2818655339516467,1.0000000162019256,0.0663210668966421,0.0160786864737843,1.756020346514428,0.0139643798362911,0.9983307272689778,0.0334438305709023,0.0270903078724147,0.9931321876340938,0.8598419629948915,0.5999435752450614,1.440861385200399,1.8528655525070528,3,-1.4834563368684361,0.985253865746351
Fish,463,350,7,6.139884552226255,5.860786223465865,4.312077660604983,1.0532309331451888,1.000000024352755,0.0310978224660669,0.00459131744025,0.3255031277026449,0.0049563816134694,0.998994015284947,6.170934896636841e-06,0.008930117501546,0.9982257064079164,0.9851865864581792,0.9460905731022574,0.202359035537312,-0.90691842011043,1,-2.398260903621312,-0.39600918796559187
FordA,500,4921,2,6.2166061010848646,8.501470230951002,0.6097156696959571,0.0273016890997593,0.9999999398381892,0.2442793695483598,0.0934968513876254,2.5221639841801022,0.0472444621801403,0.9757264676895404,0.0107827677301361,0.0969604317352445,0.9517505450771746,0.1271874339306994,-0.6053049723222789,0.0066586094435621,-0.1023300817840783,2,1.0591009803200973,-1.0677446075410029
FordB,500,4446,2,6.2166061010848646,8.399984990510696,0.687322749662812,0.0307756971429201,0.9999999396982248,0.2586370282113096,0.1041506067416083,2.733142415374129,0.050396501527718,0.9726848133072572,0.0132631578947368,0.1041281843939791,0.9454616802112384,0.0351321067394358,-0.6169326088492629,-0.0032336190739693,0.0720250551302691,2,1.297101834192244,-0.9998043824609774
FreezerRegularTrain,301,3000,2,5.71042701737487,8.006700845440367,7.0400576074655685,0.9572696050252084,0.999999978641669,0.0228012932740772,0.0442251427359879,1.47747567375501,0.0122980175476455,0.981628680323561,0.000250276854928,0.0063133333333333,0.9823109402105056,0.9103307303032994,0.8160135893912347,-0.7406268410270956,-0.6073871581554413,1,-1.8389738764480865,-0.7464939544116544
FreezerSmallTrain,301,2878,2,5.71042701737487,7.965198290612176,7.063155827456449,0.9621666457890028,0.9999999787096684,0.0227909363360326,0.0441982844071702,1.477514928749156,0.0123040961112137,0.9816050736325496,0.0002308727683261,0.0063006717627982,0.9822925921994208,0.910297716611508,0.8160103299039888,-0.7402852275179856,-0.5953476426914551,1,-1.8400700488534978,-0.7431558380787834
Fungi,201,204,18,5.308267697401205,5.3230099791384085,163.12441372858493,6.781657748604671,1.0000000052592333,0.06789587757678,0.0251641900771681,2.267385179505629,0.0218604316377629,0.996448458994136,0.0422885572139303,0.0151960784313725,0.9833500055341104,0.6805744283109437,0.3078900332344205,3.1280221366414835,10.380290788762707,3,-0.714805689611904,1.319120989340312
GestureMidAirD1,360,338,26,5.8888779583328805,5.82600010738045,966.2410603677,1.6417395113374895,1.0000000081118747,0.0365684681335056,0.0362912620908233,1.8241837592519952,0.012726020380518,0.986469492933454,0.0277038132807363,0.2590529247910864,0.9900513289948306,0.9298059022382418,0.8148846547126585,0.054595067201612,2.150049966115218,3,-1.1366688810905554,0.5620016502096976
GestureMidAirD2,360,338,26,5.8888779583328805,5.82600010738045,792.7343519452735,1.2404984568316328,1.0000000125205024,0.0394380522296714,0.0390240570541316,1.7967098521057672,0.0120815301160767,0.9891087465737698,0.0280900723208415,0.041197606764352,0.9915031584171302,0.9307435820236052,0.8068996526715826,-0.1574234129198325,1.9150123028360173,3,-1.7235220450342883,0.5833598090167037
GestureMidAirD3,360,338,26,5.8888779583328805,5.82600010738045,616.3662015821373,0.7248640446869618,0.9999999966494432,0.0397087750245524,0.0431916652531115,1.883533945450416,0.0128657663246449,0.9863870219718776,0.0301775147928994,0.1815117601490003,0.9902407314791644,0.9262393445485704,0.8039155167697749,0.179947150030763,2.4442152938193824,3,-1.2660179499895523,0.6935153811950944
GesturePebbleZ1,455,304,6,6.1224928095143865,5.720311776607412,87.54811072349986,0.9806101131238614,1.0000000205871309,0.1408788988023604,0.1711957199302943,3.763744667956704,0.0662821214415615,0.7580300339154507,0.0249999999999999,0.2821774287039184,0.8264448546405552,0.4934496884868372,0.393414522340324,3.046172299287527,24.30741868521038,3,1.8532096466178751,1.6598012094574723
GesturePebbleZ2,455,304,6,6.1224928095143865,5.720311776607412,87.54877537258274,0.9806316570058272,1.0000000123522783,0.1407893122614998,0.1710450219382581,3.763907812143627,0.0662792358793498,0.7580125179926032,0.0250216888374783,0.2813731741247391,0.8264550383337206,0.4934951548213964,0.3934149620100793,3.0459998700749376,24.306812114621465,3,1.850889591028244,1.660676567758513
GunPoint,150,200,2,5.017279836814924,5.303304908059076,2.613231036579549,0.4896608729046484,1.000000032186508,0.0371972891129553,0.0146234405064024,0.6906798115372658,0.0094126450555502,0.9989952060580254,3.3333333333333335e-05,0.0137583892617449,0.9964414242296284,0.942391938015026,0.7982079466998826,0.4810427756264107,-1.137748509645462,1,-2.0294112666546624,-0.7811476045620045
GunPointAgeSpan,150,451,2,5.017279836814924,6.113682179832232,1431.48824067743,0.4538951728279899,0.999999994581396,0.0387012632956063,0.0149669916433036,0.725662916105761,0.0095674053002776,0.9986146401671772,0.0001626016260162,0.0144496197860087,0.9963707635371768,0.9390883800256756,0.7933279119950063,0.66926581674869,-0.938915485817683,1,-1.9690901734660395,-0.787675770159115
GunPointMaleVersusFemale,150,451,2,5.017279836814924,6.113682179832232,2389.4971339252106,0.7937624382731199,0.999999994581396,0.0387012632956063,0.0149669916433036,0.725662916105761,0.0095674053002776,0.9986146401671772,0.0001626016260162,0.0144496197860087,0.9963707635371768,0.9390883800256756,0.7933279119950062,0.66926581674869,-0.938915485817683,1,-1.9754374212975745,-0.7901921345597807
GunPointOldVersusYoung,150,451,2,5.017279836814924,6.113682179832232,5513.329640093008,3.016651110456664,0.999999994581396,0.0387012632956063,0.0149669916433036,0.725662916105761,0.0095674053002776,0.9986146401671772,0.0001626016260162,0.0144496197860087,0.9963707635371768,0.9390883800256756,0.7933279119950062,0.66926581674869,-0.938915485817683,1,-2.0169513496418743,-0.8066503183569157
Ham,431,214,2,6.068425588244111,5.3706380281276624,3.5966209294479428,0.4148726487996638,0.9999999802246272,0.1155464432298023,0.0533350441413365,2.9879113224065192,0.0263240529774176,0.985879486966356,0.0391504217533664,0.0438382960226037,0.975690413731984,0.5975409356006993,0.2079186717791473,2.339301407476452,7.072240313079869,3,-0.10994516755700866,1.3025054802839748
HandOutlines,2709,1370,2,7.904703913873747,7.223295679562314,8.977143387745416,0.8294501876006123,1.000000008005295,0.0068096849392678,0.0020399811871377,1.303858729370319,0.0008175499236021,0.9999967753887176,0.0006579851427924,0.0034189047860354,0.99997278999226,0.9993669953650508,0.9974902485279996,-0.7301689460057846,-0.1750814530971276,1,-2.3970546897236953,0.365135281126797
Haptics,1092,463,5,6.996681488176539,6.139884552226255,7.717817621332396,0.529636836702288,1.0000000229149606,0.0330768728862088,0.0284415021826378,1.690059921267738,0.0144146074413893,0.9446239502332124,0.0025989129660835,0.0110366972658685,0.9776788762636852,0.9522221841349648,0.9456444498250804,-0.1585800406162488,4.02918115161665,1,-1.8336891612043298,0.4050297082085808
Herring,512,128,2,6.240275845170769,4.859812404361672,1.203561069487754,0.2606114143070047,1.0000000083819032,0.0328013310499955,0.0095151735295075,0.8617544234730303,0.0047500159427238,0.9998800046741962,0.0,0.0085616438356164,0.9993079671107354,0.9842534253295968,0.9423767903256112,0.2122392256569583,-1.187122141942382,1,-2.2679447061247995,-0.13924794594524909
HouseTwenty,2000,159,2,7.601402334583733,5.075173815233827,14725.145604635554,0.4260443932691488,1.0000000067476955,0.0933510217839067,0.1820355476401512,3.852930853201908,0.0345420382158014,0.909639261428665,0.0416006289308176,0.0302792905886905,0.9009819610509,0.7238409536161914,0.5839006598528474,2.153794491628431,5.65451964492318,3,0.0025711952917015445,2.4598287120531586
InlineSkate,1882,650,7,7.540621528657152,6.478509642208569,9.92076473628346,0.3449577104841937,1.0000000248505518,0.0139020672497841,0.0185750486028309,1.4494916541759784,0.0012948283455181,0.9997550949683556,0.020896754679964,0.0051511062037377,0.999814308034085,0.9986860603608726,0.995402642423612,0.9132178949439324,0.4930711483955383,3,-2.132843252096194,1.1953599225575344
InsectEPGRegularTrain,601,311,3,6.400257445308821,5.7430031878094825,45.08954554186246,26.998455628301627,1.0000000011499288,0.0829774865527245,0.1245999985653008,1.4316019111124263,0.007726149884417,0.9870067361466754,0.0075436972676835,0.0234780278670953,0.9893317764431484,0.9501782698283072,0.9105039842825632,-0.3220149501941056,-0.6656855528760953,1,-2.3136505829973646,-0.22703842500921492
InsectEPGSmallTrain,601,266,3,6.400257445308821,5.58724865840025,45.1918182482568,26.494502573197128,1.0000000008963104,0.0818405255003083,0.122900737288471,1.4175111960647695,0.0076206231378186,0.9871013292244504,0.0077314751104049,0.02296992481203,0.98943387086429,0.9508193816178324,0.9121657965698676,-0.3172651509320209,-0.6624849290776074,1,-2.317729332532997,-0.2074654377356213
InsectWingbeatSound,256,2200,11,5.54907608489522,7.696667081526462,13.795455625458615,1.269801920650807,1.0000000063397667,0.083918463291431,0.0380712126792323,2.365937877514145,0.0238908077772491,0.9927463671565055,0.04384765625,0.0297789661319073,0.9823033860543996,0.6749580846180706,0.2575725391375369,2.9691089535572317,9.602268783287569,3,-0.3823724247005654,1.1517982232172406
ItalyPowerDemand,24,1096,2,3.218875824868201,7.00033446027523,1.931648359999552,1.0624058795009514,0.9999999933651764,0.350473498001042,0.3526221880023061,0.9140942253335548,0.067360951592231,0.9131479705445956,0.000684306569343,0.1255553792446842,0.8885789269763811,0.0016724823956171,-0.1447565572800871,-0.2098881525278849,-1.0507319813227132,2,1.3740915774302755,-3.048500934110686
LargeKitchenAppliances,720,750,3,6.580639137284949,6.621405651764134,3.876642510811894,0.1458838242498548,1.000000020345052,0.0719463348860542,0.1196567129939794,4.169133238633473,0.0557332646150385,0.8503200715730588,0.0263148148148148,0.0180751043115438,0.8589291934848818,0.453048248476207,0.236810054337211,7.316192226856947,67.72434852663676,3,1.5919879873326708,3.836367287990477
Lightning2,637,121,2,6.45833828334479,4.804021044733257,7.80319673386086,0.3807802387321394,1.0000000044334034,0.1443005289790059,0.2183434154745961,3.0499111798183978,0.0424322690789605,0.86030953679203,0.0291526655163018,0.064868236394823,0.8758806752123797,0.6631653085924561,0.5905531765785935,5.031649132159131,55.91942352302804,3,0.8085086497007222,2.976505170536473
Lightning7,319,143,7,5.768320995793772,4.969813299576001,10.328251757418531,0.7893786311185661,1.0000000087531296,0.2017798518071641,0.3285823583707109,2.779297480216393,0.0579455028478129,0.8185691199936234,0.0278843413639651,0.087522540352729,0.8105478174730698,0.6375738493456387,0.5592199752251419,3.838138754759635,31.94072190364757,3,1.0824584585177226,1.7630730747490324
Mallat,1024,2400,8,6.932447891572509,7.783640596221253,11.516304991447162,2.632778670120965,1.0000000041226549,0.0311488797236233,0.0098615903098834,2.081066955924034,0.0048957484072505,0.9981222921361526,0.0004500325520833,0.0080482241772564,0.9975848341160628,0.9714547449584662,0.9213151586843928,0.497900745421648,-1.1692048848668737,1,-1.9664613064610752,0.43997449242390346
Meat,448,120,3,6.107022887742255,4.795790545596741,0.7659860751974245,2.708198079269605,0.9999999831120172,0.0251781562343239,0.0097416856481383,1.6299457639455794,0.0062892023184099,0.9980583409468332,0.0456473214285714,0.0097688292319164,0.9989766705115832,0.978018564710972,0.9171863640510204,1.306861827770869,2.2026648998260496,3,-1.8376352093779762,1.2908079896680915
MedicalImages,99,1141,10,4.605170185988092,7.040536390215956,6.395974743307848,1.2292472575196596,1.0000000414777284,0.134224918422001,0.0805687312165105,2.0446645568380437,0.0447841438865447,0.8898629109447823,0.0389256278826831,0.0461285302902931,0.9395797553965136,0.5137404748805455,0.4063316271127219,2.2765874147397205,6.707330498958658,3,0.11394376224791924,0.2966511400605645
MelbournePedestrian,24,3457,10,3.218875824868201,8.148445666243235,4651.251771466778,3.210671061826217,1.0000000045690571,0.3890660361752953,0.4616724449989249,0.8403927358565111,0.0740194547510093,0.8281229379068815,0.0067254845241538,0.1315918552150017,0.834418995915315,0.1563179967656464,-0.4735149511844752,0.4974075721983674,-0.7724080806458518,2,1.9088694333502536,-2.9709399217555155
MiddlePhalanxOutlineAgeGroup,80,554,3,4.394449154672439,6.318968113746434,1.3303825537109304,1.2661012524086004,0.9999999798807426,0.1439352339194139,0.0656856017099821,1.1667273210274185,0.0240050537726065,0.9947700824333012,0.0,0.0506786089658639,0.9833046915725836,0.69643854509802,0.2494033926893459,0.225024347976926,-1.4689018881277918,2,-0.9017085940137305,-1.5269062748724662
MiddlePhalanxOutlineCorrect,80,891,2,4.394449154672439,6.79346613258001,0.2381504609329633,0.1733625468612482,0.9999999773221384,0.1427807979511492,0.065032677350756,1.1591401386475055,0.0238425330972211,0.9949280046319589,0.0,0.0506897384534515,0.9835969807281963,0.7003154024262809,0.2555895057856936,0.2263025122586029,-1.4739366383129766,2,-0.8770309883113013,-1.5651066612495899
